Barcode	Reads	Reads with unique alignment	Reads with unique alignment within shorter distance of 3'-end	Reads with less than `m` multiple alignments	Reads with more than than `m` multiple alignments	Reads with no alignments	UMIFM	Ambig UMIFM (between 2 genes)	Ambig UMIFM (between 3 genes)	Ambig UMIFM (between more than 3 genes)
bcALRM	1365	257	1	14	0	1093	78	0	0	0
bcBNHX	1364	192	2	36	0	1134	80	0	0	0
bcALKE	1362	221	12	29	0	1100	97	0	0	0
bcBSNG	1362	244	3	8	0	1107	87	0	0	0
bcBVEU	1360	255	13	14	0	1078	89	0	0	0
bcBPGK	1360	186	3	9	0	1162	74	0	0	0
bcAOSS	1360	370	1	14	0	975	124	0	0	0
bcBQMD	1360	162	0	8	0	1190	60	0	0	0
bcAFJH	1358	177	5	9	0	1167	65	0	0	0
bcBAJX	1357	136	0	9	0	1212	55	0	0	0
bcAOSN	1357	239	5	14	0	1099	77	0	0	0
bcBGMI	1357	275	2	16	0	1064	81	0	0	0
bcAMBN	1357	723	3	15	2	614	224	0	0	0
bcBAYE	1357	223	2	11	0	1121	93	0	0	0
bcAWYO	1356	264	1	10	0	1081	83	0	0	0
bcAAMC	1354	279	2	32	0	1041	79	0	0	0
bcAGFU	1353	217	2	15	0	1119	75	0	0	0
bcANUQ	1353	211	5	9	0	1128	92	0	0	0
bcAAMG	1352	193	7	12	0	1140	68	0	0	0
bcCBAM	1352	222	4	11	0	1115	68	0	0	0
bcAEQK	1351	236	6	8	0	1101	95	0	0	0
bcAXHY	1349	149	2	10	0	1188	70	0	0	0
bcAFEJ	1349	253	0	10	0	1086	77	0	0	0
bcAUBZ	1348	231	2	9	0	1106	80	0	0	0
bcACQY	1348	188	1	33	0	1126	83	0	0	0
bcBLSR	1347	198	0	19	0	1130	78	0	0	0
bcBJPU	1346	244	2	5	0	1095	89	0	0	0
bcAVUQ	1345	290	4	18	0	1033	86	0	0	0
bcAQZU	1345	312	2	6	1	1024	103	0	0	0
bcBRMA	1344	259	7	8	0	1070	85	0	0	0
bcBGOP	1344	244	1	14	0	1085	94	0	0	0
bcBFKN	1343	317	4	9	0	1013	96	0	0	0
bcBQVP	1341	225	4	16	0	1096	84	0	0	0
bcAKLO	1341	250	5	6	0	1080	100	0	0	0
bcAALN	1336	196	5	11	0	1124	84	0	0	0
bcBGDA	1332	257	4	3	0	1068	81	0	0	0
bcBKKO	1331	210	0	9	0	1112	80	0	0	0
bcBNGM	1330	282	5	5	2	1036	92	0	0	0
bcALPI	1330	259	2	11	0	1058	84	0	0	0
bcAIXB	1329	204	2	7	0	1116	75	0	0	0
bcBCTE	1329	290	17	11	0	1011	95	0	0	0
bcACEY	1328	239	24	7	0	1058	78	0	0	0
bcAUYU	1328	202	7	14	1	1104	71	0	0	0
bcABPB	1326	219	5	8	0	1094	92	0	0	0
bcACOB	1325	238	5	21	0	1061	76	0	0	0
bcATZC	1323	314	3	14	0	992	132	0	0	0
bcCAZG	1321	260	2	6	1	1052	80	0	0	0
bcABAS	1321	328	18	4	1	970	127	0	0	0
bcBGSC	1317	211	11	15	0	1080	73	0	0	0
bcAOZB	1317	375	2	15	0	925	112	0	0	0
bcAMJY	1317	178	20	8	0	1111	76	0	0	0
bcAIXM	1315	196	5	5	0	1109	77	0	0	0
bcAJLQ	1313	228	7	18	0	1060	79	0	0	0
bcBHSP	1313	263	0	8	0	1042	81	0	0	0
bcAIOI	1311	219	1	3	0	1088	79	0	0	0
bcASDI	1308	237	4	8	0	1059	85	0	0	0
bcBJGO	1307	327	0	26	0	954	98	0	0	0
bcAQRM	1306	223	16	2	1	1064	86	0	0	0
bcBCSF	1305	210	9	24	0	1062	71	0	0	0
bcBTLB	1304	188	3	24	0	1089	64	0	0	0
bcBRXL	1304	209	0	14	1	1080	60	0	0	0
bcAXLE	1303	295	1	27	0	980	85	0	0	0
bcAEPT	1302	286	3	14	0	999	83	0	0	0
bcBYDQ	1300	287	2	3	0	1008	76	0	0	0
bcAVIC	1299	239	5	12	0	1043	76	0	0	0
bcBYQU	1297	233	1	4	0	1059	67	0	0	0
bcAOTK	1296	257	2	7	4	1026	93	0	0	0
bcBWAJ	1296	258	3	19	0	1016	88	0	0	0
bcBLWW	1294	273	5	3	0	1013	90	0	0	0
bcAJHA	1293	188	8	19	0	1078	87	0	0	0
bcBGLI	1293	237	1	11	0	1044	80	0	0	0
bcAFYA	1292	240	11	15	1	1025	96	0	0	0
bcBXSW	1291	228	6	19	0	1038	92	0	0	0
bcAMRJ	1291	257	6	8	0	1020	96	0	0	0
bcAZTE	1290	216	18	4	0	1052	89	0	0	0
bcAYME	1289	196	3	7	0	1083	78	0	0	0
bcBECX	1288	264	2	13	0	1009	89	0	0	0
bcBLNG	1286	249	0	8	0	1029	74	0	0	0
bcBIGC	1284	253	4	22	0	1005	78	0	0	0
bcBTNJ	1283	252	3	7	0	1021	85	0	0	0
bcADWS	1282	199	5	15	0	1063	67	0	0	0
bcBRUH	1282	215	21	9	0	1037	85	0	0	0
bcBDCZ	1280	279	4	27	0	970	73	0	0	0
bcBDWF	1280	214	14	5	0	1047	69	0	0	0
bcBYGY	1279	203	1	8	0	1067	76	0	0	0
bcANEC	1278	122	8	7	0	1141	60	0	0	0
bcBILA	1278	218	7	7	0	1046	76	0	0	0
bcBETP	1277	205	0	15	0	1057	75	0	0	0
bcASDX	1275	178	3	13	0	1081	79	0	0	0
bcBABJ	1273	204	13	13	0	1043	71	0	0	0
bcAQUZ	1273	231	6	22	0	1014	87	0	0	0
bcAKVM	1272	260	8	9	1	994	86	0	0	0
bcBYJX	1270	267	1	5	0	997	78	0	0	0
bcBGYP	1270	289	1	10	0	970	64	0	0	0
bcBLAL	1268	274	9	12	0	973	107	0	0	0
bcAJUF	1267	187	2	14	1	1063	64	0	0	0
bcAPIO	1266	312	4	5	0	945	83	0	0	0
bcBXWT	1265	292	2	10	0	961	76	0	0	0
bcBUWZ	1265	239	3	6	0	1017	68	0	0	0
bcACCE	1265	212	6	10	0	1037	74	0	0	0
bcAJVT	1264	186	6	4	0	1068	79	0	0	0
bcAHWL	1264	234	1	7	0	1022	76	0	0	0
bcBCDU	1264	198	4	9	0	1053	80	0	0	0
bcCBEK	1264	259	2	5	0	998	82	0	0	0
bcAGES	1263	185	6	10	0	1062	74	0	0	0
bcAFGS	1261	225	16	12	0	1008	86	0	0	0
bcBDHD	1261	290	1	4	1	965	86	0	0	0
bcARRX	1260	182	5	15	0	1058	67	0	0	0
bcBQGT	1260	283	4	23	0	950	101	0	0	0
bcBOMI	1259	280	2	9	0	968	83	0	0	0
bcBMKJ	1257	291	11	7	1	947	83	0	0	0
bcADWW	1257	252	3	11	0	991	85	0	0	0
bcAHAP	1257	213	1	11	0	1032	82	0	0	0
bcAJBR	1256	304	3	19	0	930	85	0	0	0
bcBARC	1255	318	4	10	0	923	98	0	0	0
bcBOJS	1254	179	5	20	0	1050	77	0	0	0
bcAMIO	1254	252	1	10	0	991	83	0	0	0
bcBMLO	1254	163	6	21	0	1064	78	0	0	0
bcBQET	1252	211	1	10	0	1030	68	0	0	0
bcBDIS	1251	299	3	10	0	939	102	0	0	0
bcBIDZ	1251	205	23	17	1	1005	67	0	0	0
bcALVO	1249	240	4	3	0	1002	94	0	0	0
bcASKR	1249	189	9	13	0	1038	58	0	0	0
bcBQNT	1248	283	4	7	1	953	80	0	0	0
bcBRWG	1245	246	8	12	0	979	91	0	0	0
bcBBWA	1245	225	9	5	0	1006	55	0	0	0
bcACGI	1243	213	4	18	0	1008	79	0	0	0
bcBZLM	1241	210	2	5	0	1024	67	0	0	0
bcBWZH	1241	309	15	10	0	907	97	0	0	0
bcABXV	1240	183	6	14	1	1036	71	0	0	0
bcBNKF	1239	259	2	11	0	967	89	0	0	0
bcBFGY	1238	257	1	12	0	968	88	0	0	0
bcBVWH	1237	254	6	6	0	971	78	0	0	0
bcABCM	1237	202	4	13	1	1017	78	0	0	0
bcCBPR	1236	247	2	6	0	981	90	0	0	0
bcAIXP	1233	232	3	31	1	966	79	0	0	0
bcBPWJ	1233	298	2	6	0	927	94	0	0	0
bcAGCQ	1233	214	17	4	0	998	82	0	0	0
bcAHFY	1233	210	3	8	0	1012	84	0	0	0
bcARAX	1231	218	0	4	0	1009	70	0	0	0
bcBGRM	1231	163	1	4	0	1063	67	0	0	0
bcBFUE	1230	146	1	9	0	1074	54	0	0	0
bcAGJM	1230	244	11	12	0	963	100	0	0	0
bcCCKH	1230	209	2	9	0	1010	82	0	0	0
bcBYAF	1229	161	0	10	0	1058	67	0	0	0
bcAJGB	1229	210	9	26	0	984	69	0	0	0
bcABAT	1227	218	7	13	1	988	72	0	0	0
bcBSXI	1224	320	3	16	0	885	89	0	0	0
bcBQIF	1222	189	2	12	0	1019	80	0	0	0
bcAXBZ	1221	217	3	11	0	990	77	0	0	0
bcBJWD	1221	197	2	3	0	1019	79	0	0	0
bcALMI	1220	234	3	20	0	963	82	0	0	0
bcAKNI	1216	321	3	13	0	879	90	0	0	0
bcAKDL	1216	244	2	9	1	960	92	0	0	0
bcALJD	1216	198	1	12	0	1005	67	0	0	0
bcALUS	1215	202	4	9	0	1000	66	0	0	0
bcAEDG	1214	329	2	0	1	882	76	0	0	0
bcALFV	1213	226	1	6	0	980	70	0	0	0
bcBHAY	1213	195	4	7	0	1007	75	0	0	0
bcBRMS	1211	219	16	9	0	967	73	0	0	0
bcBQFE	1210	228	4	14	0	964	85	0	0	0
bcAJFN	1210	252	3	8	0	947	84	0	0	0
bcAUQB	1209	147	10	34	0	1018	65	0	0	0
bcBLHM	1209	322	3	7	0	877	99	0	0	0
bcALPU	1208	218	3	11	0	976	73	0	0	0
bcARVU	1208	187	14	4	0	1003	63	0	0	0
bcBNLP	1208	292	2	12	0	902	80	0	0	0
bcADFO	1206	218	9	16	0	963	91	0	0	0
bcATXU	1205	340	0	7	0	858	92	0	0	0
bcAUBH	1205	174	2	7	0	1022	72	0	0	0
bcAOOG	1203	236	4	36	1	926	74	0	0	0
bcAXPT	1203	229	3	3	0	968	92	0	0	0
bcBGQY	1203	225	2	4	0	972	63	0	0	0
bcAHNA	1202	179	3	5	0	1015	71	0	0	0
bcBVDB	1202	159	4	18	0	1021	68	0	0	0
bcBFHN	1202	228	3	4	0	967	87	0	0	0
bcBKBP	1200	192	15	7	0	986	77	0	0	0
bcAGEC	1200	153	3	8	0	1036	65	0	0	0
bcBIMX	1200	207	2	4	0	987	93	0	0	0
bcADFA	1197	236	2	14	0	945	83	0	0	0
bcAONW	1197	213	5	6	0	973	83	0	0	0
bcBNIN	1197	162	1	4	0	1030	81	0	0	0
bcBUQA	1195	115	7	21	0	1052	44	0	0	0
bcBFVS	1195	251	9	8	0	927	78	0	0	0
bcAISH	1193	167	0	6	0	1020	69	0	0	0
bcAZNL	1191	263	0	12	0	916	75	0	0	0
bcAXMU	1191	240	4	31	0	916	92	0	0	0
bcBDVU	1191	216	22	16	0	937	61	0	0	0
bcBSOU	1190	240	3	15	0	932	70	0	0	0
bcAWZW	1189	272	1	2	0	914	79	0	0	0
bcABXT	1189	663	10	22	0	494	165	0	0	0
bcBLLK	1188	348	2	9	1	828	103	0	0	0
bcBALI	1188	261	4	18	0	905	102	0	0	0
bcAMLE	1188	149	1	8	0	1030	57	0	0	0
bcBAQR	1187	171	13	8	0	995	70	0	0	0
bcAKVD	1186	227	5	5	0	949	65	0	0	0
bcAVIJ	1183	207	3	19	0	954	70	0	0	0
bcBLVJ	1183	207	1	4	0	971	72	0	0	0
bcAKRL	1183	197	7	7	0	972	73	0	0	0
bcASCP	1182	276	3	19	0	884	82	0	0	0
bcAUCY	1180	191	4	9	0	976	86	0	0	0
bcBMCI	1179	219	1	7	0	952	77	0	0	0
bcAVGJ	1179	208	3	6	0	962	80	0	0	0
bcAJSZ	1178	181	3	16	0	978	81	0	0	0
bcBING	1178	210	4	24	0	940	75	0	0	0
bcANVA	1177	220	2	9	0	946	75	0	0	0
bcBPIL	1177	183	2	2	0	990	71	0	0	0
bcARXU	1176	258	1	9	0	908	81	0	0	0
bcAUBA	1176	200	2	10	0	964	79	0	0	0
bcBVSS	1175	549	3	16	0	607	146	0	0	0
bcBNKU	1175	167	2	13	0	993	61	0	0	0
bcBTPD	1174	234	6	7	0	927	94	0	0	0
bcBCEL	1173	142	3	4	1	1023	62	0	0	0
bcBFYF	1170	171	5	5	0	989	68	0	0	0
bcBLWJ	1169	224	10	10	0	925	86	0	0	0
bcBLYH	1169	189	6	5	0	969	66	0	0	0
bcAVZV	1168	233	1	15	0	919	87	0	0	0
bcAJII	1168	249	8	4	0	907	102	0	0	0
bcAXWK	1168	201	7	15	0	945	83	0	0	0
bcAJKT	1165	169	3	4	0	989	46	0	0	0
bcCCJQ	1165	233	5	11	1	915	77	0	0	0
bcBSLL	1164	247	0	26	0	891	68	0	0	0
bcABNU	1163	172	5	6	0	980	69	0	0	0
bcAQKH	1163	224	2	5	0	932	84	0	0	0
bcBMDC	1160	220	0	7	0	933	69	0	0	0
bcBVUR	1160	160	11	4	0	985	63	0	0	0
bcAIPS	1160	185	10	12	0	953	81	0	0	0
bcBWLY	1159	208	1	13	0	937	80	0	0	0
bcAWRL	1157	236	2	8	0	911	50	0	0	0
bcBNJA	1156	231	2	8	0	915	75	0	0	0
bcBUIP	1155	220	11	17	0	907	65	0	0	0
bcAURI	1154	257	9	8	0	880	94	0	0	0
bcAGKO	1154	185	1	5	0	963	65	0	0	0
bcAEWT	1152	177	2	9	0	964	64	0	0	0
bcASJZ	1151	166	4	6	0	975	71	0	0	0
bcASUD	1146	196	1	4	0	945	63	0	0	0
bcAGIA	1146	210	11	13	2	910	77	0	0	0
bcAVPE	1145	179	2	8	0	956	61	0	0	0
bcBIRV	1143	182	2	8	0	951	75	0	0	0
bcBBLH	1142	196	1	7	0	938	55	0	0	0
bcAJTT	1140	208	17	9	0	906	78	0	0	0
bcAHGH	1139	168	3	9	1	958	68	0	0	0
bcAAMV	1138	189	1	7	0	941	69	0	0	0
bcBQBQ	1137	216	4	2	0	915	62	0	0	0
bcANMN	1136	151	2	7	0	976	58	0	0	0
bcALEX	1135	146	4	8	0	977	77	0	0	0
bcAPGT	1135	217	2	13	0	903	72	0	0	0
bcBBYG	1135	249	3	5	1	877	70	0	0	0
bcAHYD	1135	261	3	4	0	867	68	0	0	0
bcANFJ	1133	162	9	16	1	945	62	0	0	0
bcBQBP	1133	179	1	2	2	949	58	0	0	0
bcANQQ	1131	187	9	7	0	928	68	0	0	0
bcALCU	1128	222	20	12	0	874	80	0	0	0
bcBIEU	1128	207	0	11	1	909	78	0	0	0
bcAGLV	1127	176	1	8	0	942	60	0	0	0
bcBGDZ	1126	153	0	11	0	962	53	0	0	0
bcBMQP	1125	214	3	19	0	889	76	0	0	0
bcAGDL	1125	183	0	16	0	926	83	0	0	0
bcBXRB	1124	194	6	7	0	917	79	0	0	0
bcAIHZ	1123	260	16	8	0	839	83	0	0	0
bcBXVM	1122	141	2	11	0	968	66	0	0	0
bcBGHH	1122	206	0	10	0	906	63	0	0	0
bcALUP	1119	173	0	14	0	932	70	0	0	0
bcBMFZ	1118	227	10	13	0	868	72	0	0	0
bcBRUQ	1118	223	5	11	0	879	80	0	0	0
bcATXT	1117	263	1	5	0	848	80	0	0	0
bcAIGY	1116	161	0	2	0	953	63	0	0	0
bcANVQ	1116	175	1	10	0	930	54	0	0	0
bcBPAW	1115	190	1	11	0	913	53	0	0	0
bcBVZK	1113	162	2	2	0	947	65	0	0	0
bcBGUX	1110	216	1	16	0	877	58	0	0	0
bcASZX	1108	285	2	7	0	814	95	0	0	0
bcAIKK	1106	260	2	9	1	834	79	0	0	0
bcAXMF	1105	225	1	8	1	870	66	0	0	0
bcAIJQ	1104	234	2	14	0	854	87	0	0	0
bcAKZZ	1101	171	3	10	2	915	70	0	0	0
bcBJAH	1100	163	3	4	0	930	56	0	0	0
bcAROH	1099	188	14	7	0	890	61	0	0	0
bcBGNQ	1099	246	5	7	0	841	76	0	0	0
bcAVNX	1095	144	2	8	1	940	57	0	0	0
bcAXHO	1093	194	1	8	0	890	76	0	0	0
bcAIJS	1093	173	0	5	0	915	61	0	0	0
bcAHOZ	1092	188	17	9	0	878	67	0	0	0
bcAFVD	1089	201	1	14	0	873	66	0	0	0
bcBXLY	1089	218	2	8	0	861	81	0	0	0
bcATYE	1086	241	3	17	0	825	90	0	0	0
bcAUVT	1085	205	1	4	0	875	69	0	0	0
bcAZOP	1083	264	1	9	0	809	79	0	0	0
bcBRUE	1080	250	2	16	0	812	88	0	0	0
bcBWXM	1080	128	3	10	0	939	59	0	0	0
bcAHMG	1071	151	10	9	0	901	68	0	0	0
bcAFUW	1070	241	5	4	0	820	85	0	0	0
bcBWRI	1069	254	0	4	2	809	87	0	0	0
bcACDY	1065	165	16	8	0	876	67	0	0	0
bcBLEE	1061	187	9	4	0	861	54	0	0	0
bcBTMC	1061	169	2	14	0	876	54	0	0	0
bcBUIU	1058	182	2	15	0	859	58	0	0	0
bcAZRA	1058	309	0	13	0	736	85	0	0	0
bcAGCN	1058	215	0	10	0	833	71	0	0	0
bcAONM	1056	188	0	14	0	854	53	0	0	0
bcASAX	1056	235	6	10	0	805	68	0	0	0
bcASOR	1055	205	0	15	0	835	45	0	0	0
bcACEF	1055	157	9	11	0	878	60	0	0	0
bcBZXU	1052	556	4	17	1	474	160	0	0	0
bcADLS	1051	146	2	9	0	894	63	0	0	0
bcBCPU	1051	196	4	24	0	827	64	0	0	0
bcAHRL	1049	213	4	12	1	819	72	0	0	0
bcBBKX	1049	310	2	3	0	734	72	0	0	0
bcASFT	1044	158	1	14	0	871	66	0	0	0
bcBLUX	1043	231	1	3	2	806	70	0	0	0
bcAPQM	1038	333	14	10	0	681	103	0	0	0
bcAWMG	1035	146	10	6	0	873	47	0	0	0
bcAVNF	1035	231	4	13	0	787	74	0	0	0
bcBQNS	1034	170	1	9	0	854	61	0	0	0
bcAQXZ	1031	185	2	5	0	839	59	0	0	0
bcARDJ	1029	259	0	33	0	737	61	0	0	0
bcBZXL	1028	149	0	17	1	861	47	0	0	0
bcBISA	1021	111	1	6	0	903	53	0	0	0
bcCASA	1020	163	13	8	0	836	51	0	0	0
bcATND	1020	164	2	8	0	846	61	0	0	0
bcBPIF	1020	198	0	10	0	812	58	0	0	0
bcBRFG	1019	172	2	3	0	842	61	0	0	0
bcABGE	1019	137	0	11	0	871	48	0	0	0
bcAGCR	1019	156	1	4	0	858	62	0	0	0
bcAPAO	1017	174	2	7	0	834	71	0	0	0
bcABRC	1014	232	2	9	0	771	60	0	0	0
bcADNG	1013	194	3	4	0	812	68	0	0	0
bcARJC	1012	208	2	4	0	798	59	0	0	0
bcAYXA	1011	179	2	4	1	825	69	0	0	0
bcAPFI	1010	221	3	14	0	772	65	0	0	0
bcAIXO	1010	203	4	21	0	782	75	0	0	0
bcAQZM	1010	170	2	3	0	835	61	0	0	0
bcANKJ	1009	234	5	5	0	765	83	0	0	0
bcBQBS	1008	141	9	6	0	852	60	0	0	0
bcBXUZ	1007	258	1	3	0	745	85	0	0	0
bcAPBI	1005	140	6	6	0	853	60	0	0	0
bcASVI	1003	204	16	3	0	780	61	0	0	0
bcAFUJ	1003	269	1	22	0	711	85	0	0	0
bcAKQD	1003	198	3	6	1	795	68	0	0	0
bcAQZT	1003	239	7	15	1	741	65	0	0	0
bcCCAI	1002	185	4	12	1	800	66	0	0	0
bcBFQW	1000	220	4	6	0	770	84	0	0	0
bcAUNT	999	234	6	13	1	745	71	0	0	0
bcAWYQ	991	211	8	7	0	765	56	0	0	0
bcBBKS	990	198	3	3	0	786	64	0	0	0
bcBFNL	987	152	2	9	0	824	53	0	0	0
bcAXNT	984	172	0	4	0	808	52	0	0	0
bcAKES	984	123	3	3	0	855	54	0	0	0
bcAIKO	983	193	6	9	0	775	69	0	0	0
bcBWVQ	981	256	2	12	0	711	78	0	0	0
bcAZVO	979	155	1	9	0	814	53	0	0	0
bcAQVN	978	184	2	2	1	789	55	0	0	0
bcARZI	973	196	3	7	0	767	66	0	0	0
bcAVDN	966	225	6	5	0	730	82	0	0	0
bcATVZ	965	194	1	8	0	762	63	0	0	0
bcBJKG	964	205	1	4	0	754	58	0	0	0
bcBFIX	964	238	2	7	0	717	76	0	0	0
bcANJW	961	192	2	9	0	758	71	0	0	0
bcBJNR	959	185	1	12	0	761	64	0	0	0
bcBWTC	958	263	1	12	0	682	90	0	0	0
bcBSLV	957	211	2	8	0	736	60	0	0	0
bcBWXF	953	186	1	2	0	764	61	0	0	0
bcBNHD	952	251	5	7	0	689	65	0	0	0
bcBRVH	952	136	1	4	0	811	56	0	0	0
bcBHCS	951	168	4	7	0	772	69	0	0	0
bcAXPS	951	203	2	2	0	744	53	0	0	0
bcAVCJ	951	455	2	10	0	484	135	0	0	0
bcBDIU	949	168	9	8	0	764	64	0	0	0
bcAPQU	949	159	0	12	0	778	41	0	0	0
bcANWP	944	205	2	9	1	727	73	0	0	0
bcAVCN	942	150	0	2	0	790	58	0	0	0
bcAXEC	941	169	3	2	0	767	49	0	0	0
bcAUDQ	932	440	1	11	0	480	135	0	0	0
bcBECV	927	158	6	13	0	750	69	0	0	0
bcAHNG	925	246	1	8	0	670	68	0	0	0
bcAFAI	924	192	3	9	0	720	61	0	0	0
bcAHKW	924	156	14	13	0	741	54	0	0	0
bcAUFR	921	175	9	7	1	729	59	0	0	0
bcBGGD	921	155	1	5	0	760	48	0	0	0
bcASHE	921	185	0	5	2	729	57	0	0	0
bcADJG	920	208	2	2	0	708	70	0	0	0
bcBAFM	919	138	1	7	0	773	46	0	0	0
bcBXDJ	917	235	15	17	0	650	78	0	0	0
bcADIS	912	158	2	5	0	747	82	0	0	0
bcAKTU	912	308	7	4	0	593	73	0	0	0
bcANKF	905	351	2	5	0	547	128	0	0	0
bcACFB	905	160	1	5	0	739	52	0	0	0
bcAVVQ	904	147	5	7	0	745	59	0	0	0
bcAJVN	901	254	1	11	0	635	68	0	0	0
bcBVWM	900	56	1	5	0	838	19	0	0	0
bcAXUH	900	189	3	28	0	680	66	0	0	0
bcAOYG	896	208	4	4	0	680	71	0	0	0
bcBXNS	896	124	1	8	1	762	48	0	0	0
bcBJCD	895	139	0	2	0	754	50	0	0	0
bcARLK	895	278	3	13	0	601	56	0	0	0
bcANMU	888	135	1	6	0	746	57	0	0	0
bcARBS	885	102	1	1	0	781	39	0	0	0
bcBWFM	884	225	9	8	0	642	69	0	0	0
bcBMLM	882	166	2	4	0	710	60	0	0	0
bcBHFS	880	267	2	8	0	603	82	0	0	0
bcBBMG	878	184	1	5	0	688	49	0	0	0
bcBPVP	877	138	0	14	0	725	60	0	0	0
bcCAAC	874	140	0	5	0	729	60	0	0	0
bcACHN	871	362	2	6	0	501	99	0	0	0
bcBFRY	867	159	6	5	0	697	50	0	0	0
bcCAIF	865	124	1	28	0	712	50	0	0	0
bcAFLJ	859	190	3	9	0	657	52	0	0	0
bcBIOQ	858	151	2	23	1	681	65	0	0	0
bcAQMY	855	151	0	8	0	696	60	0	0	0
bcBWLI	855	160	1	4	0	690	66	0	0	0
bcAJJX	854	172	2	6	0	674	44	0	0	0
bcAEQS	854	138	0	3	0	713	56	0	0	0
bcAZAM	853	177	1	5	0	670	51	0	0	0
bcBHHB	852	161	5	6	1	679	50	0	0	0
bcAUKM	850	151	1	13	0	685	56	0	0	0
bcASSD	849	168	6	7	0	668	50	0	0	0
bcANPX	848	120	0	5	1	722	54	0	0	0
bcAPSL	846	127	5	9	0	705	51	0	0	0
bcAXQZ	845	184	8	5	0	648	50	0	0	0
bcAKNM	843	198	1	3	0	641	58	0	0	0
bcAFBU	842	112	17	10	0	703	40	0	0	0
bcBBJL	841	157	4	2	0	678	39	0	0	0
bcACRF	839	195	18	2	0	624	66	0	0	0
bcARKT	839	213	11	5	0	610	66	0	0	0
bcASSB	836	125	7	4	0	700	35	0	0	0
bcBXWM	834	169	15	7	0	643	63	0	0	0
bcBFRO	827	181	5	5	0	636	67	0	0	0
bcBHCW	826	177	2	3	0	644	75	0	0	0
bcBWNU	825	144	2	2	0	677	48	0	0	0
bcBVAR	825	34	1	6	1	783	12	0	0	0
bcBHBD	822	136	0	6	0	680	51	0	0	0
bcBODV	821	187	2	10	0	622	58	0	0	0
bcAZZM	821	190	1	2	1	627	51	0	0	0
bcBEAJ	817	127	3	3	0	684	35	0	0	0
bcASBQ	817	157	4	7	0	649	62	0	0	0
bcBAIN	815	164	0	12	0	639	54	0	0	0
bcBQGI	814	128	2	7	0	677	46	0	0	0
bcCALV	814	154	16	4	0	640	46	0	0	0
bcCCBJ	813	157	4	6	0	646	55	0	0	0
bcAOVF	806	89	1	19	0	697	44	0	0	0
bcBMBG	804	455	1	22	0	326	140	0	0	0
bcAHMX	796	172	0	4	0	620	57	0	0	0
bcBQJY	796	141	3	6	0	646	47	0	0	0
bcAMDX	791	100	4	4	0	683	35	0	0	0
bcBTEX	788	165	4	7	0	612	55	0	0	0
bcBTCY	781	115	1	10	0	655	39	0	0	0
bcAFRY	781	153	3	6	0	619	71	0	0	0
bcAKNK	775	130	2	3	0	640	46	0	0	0
bcAVZR	774	79	13	2	0	680	38	0	0	0
bcATOC	772	137	1	2	0	632	33	0	0	0
bcBXAF	769	147	9	7	0	606	54	0	0	0
bcAQTN	766	144	1	6	0	615	50	0	0	0
bcAFAB	763	138	0	4	0	621	43	0	0	0
bcBSZI	761	183	2	7	0	569	53	0	0	0
bcBSSR	756	102	0	3	0	651	29	0	0	0
bcBWWP	752	441	7	10	0	294	135	0	0	0
