Barcode	Reads	Reads with unique alignment	Reads with unique alignment within shorter distance of 3'-end	Reads with less than `m` multiple alignments	Reads with more than than `m` multiple alignments	Reads with no alignments	UMIFM	Ambig UMIFM (between 2 genes)	Ambig UMIFM (between 3 genes)	Ambig UMIFM (between more than 3 genes)
bcAONQ	905	229	12	33	1	630	183	0	0	0
bcBKCW	900	250	4	49	2	595	201	0	0	0
bcAQFT	897	272	1	51	0	573	211	0	0	0
bcABVW	895	231	2	38	0	624	189	0	0	0
bcBEAD	894	255	7	39	2	591	215	0	0	0
bcACTR	893	304	3	40	2	544	230	0	0	0
bcBPFY	892	240	2	32	2	616	211	0	0	0
bcAOTV	892	329	2	28	1	532	245	0	0	0
bcAEFF	890	291	3	46	0	550	228	0	0	0
bcAABS	890	314	2	28	1	545	242	0	0	0
bcAGXS	889	278	4	40	1	566	228	0	0	0
bcAXLT	889	255	3	51	0	580	212	0	0	0
bcAAIN	888	190	2	24	1	671	151	0	0	0
bcARGV	888	282	4	56	4	542	234	0	0	0
bcBTFZ	886	254	2	53	4	573	209	0	0	0
bcAEZY	886	246	4	35	1	600	191	0	0	0
bcATQU	884	245	4	35	0	600	206	0	0	0
bcCAFR	884	235	1	26	1	621	184	0	0	0
bcAVYB	882	28	1	3	0	850	24	0	0	0
bcAWRT	879	267	6	11	2	593	214	0	0	0
bcABEE	879	271	4	39	0	565	229	0	0	0
bcAWUG	878	252	2	32	3	589	212	0	0	0
bcBUIP	877	248	4	50	2	573	226	0	0	0
bcAOQK	877	267	2	41	3	564	215	0	0	0
bcBJWR	874	145	2	15	4	708	128	0	0	0
bcAECN	874	241	6	40	1	586	207	0	0	0
bcARVB	873	267	5	55	0	546	224	0	0	0
bcBGNZ	873	334	2	15	1	521	246	0	0	0
bcBKHD	871	286	5	52	3	525	224	0	0	0
bcBNFA	871	272	6	47	3	543	216	0	0	0
bcAKWV	867	271	2	45	1	548	208	0	0	0
bcAXNL	867	95	1	17	0	754	79	0	0	0
bcBAOE	865	50	0	5	0	810	37	0	0	0
bcBTXK	865	260	6	39	3	557	216	0	0	0
bcAYUG	865	339	4	13	1	508	254	0	0	0
bcAUNF	863	303	2	31	0	527	231	0	0	0
bcAKYP	862	232	3	25	1	601	183	0	0	0
bcBCMJ	861	305	0	46	1	509	252	0	0	0
bcAZQP	860	288	5	16	0	551	220	0	0	0
bcAGMH	860	270	3	53	1	533	238	0	0	0
bcABXV	859	254	8	36	2	559	202	0	0	0
bcBWTG	858	263	5	37	1	552	222	0	0	0
bcARVI	857	241	4	31	0	581	207	0	0	0
bcAVVE	854	312	2	34	1	505	249	0	0	0
bcAZQV	854	260	5	37	0	552	218	0	0	0
bcBKEM	853	335	3	24	1	490	266	0	0	0
bcAAFU	853	296	2	32	3	520	238	0	0	0
bcBSUI	852	280	4	37	1	530	219	0	0	0
bcALTB	851	74	1	10	0	766	63	0	0	0
bcCCIQ	849	334	5	21	2	487	259	0	0	0
bcASTV	849	314	2	30	1	502	255	0	0	0
bcAFAR	846	290	2	35	1	518	230	0	0	0
bcBYXN	846	244	1	33	1	567	199	0	0	0
bcBDAM	845	130	2	24	4	685	108	0	0	0
bcCBLT	846	271	1	30	1	543	217	0	0	0
bcBDTR	845	341	1	16	3	484	237	0	0	0
bcASOB	843	239	6	29	5	564	184	0	0	0
bcBMKW	843	270	2	36	4	531	228	0	0	0
bcAFAT	842	274	1	66	1	500	216	0	0	0
bcBVSS	841	302	5	17	0	517	216	0	0	0
bcAXVY	840	299	4	34	0	503	229	0	0	0
bcBMUO	840	273	6	36	3	522	219	0	0	0
bcADWD	837	198	3	20	1	615	151	0	0	0
bcBTHU	836	263	5	30	3	535	212	0	0	0
bcBPQI	833	244	4	50	1	534	188	0	0	0
bcBQFC	832	237	3	46	2	544	195	0	0	0
bcBMYG	830	221	7	31	7	564	169	0	0	0
bcALME	830	197	4	22	2	605	166	0	0	0
bcATNR	829	201	1	26	3	598	155	0	0	0
bcBYMP	829	273	5	33	1	517	216	0	0	0
bcBIDA	829	258	2	37	0	532	199	0	0	0
bcBVWX	825	270	7	54	0	494	226	0	0	0
bcBNKH	824	273	5	45	1	500	234	0	0	0
bcBQUI	823	11	1	2	0	809	11	0	0	0
bcBTUO	823	259	6	37	1	520	205	0	0	0
bcBDVN	823	204	3	30	0	586	153	0	0	0
bcBTCA	823	305	4	23	0	491	250	0	0	0
bcAFKY	823	260	6	48	1	508	198	0	0	0
bcABIA	822	269	2	32	2	517	221	0	0	0
bcARCJ	822	266	6	25	1	524	223	0	0	0
bcBDXW	820	150	4	16	1	649	123	0	0	0
bcBEFY	820	259	2	53	1	505	216	0	0	0
bcATIM	820	252	2	45	2	519	187	0	0	0
bcBSGF	818	248	2	48	0	520	190	0	0	0
bcBUNF	817	193	4	32	4	584	153	0	0	0
bcBLCL	818	322	4	25	5	462	258	0	0	0
bcADPC	817	223	1	28	1	564	173	0	0	0
bcAFOL	816	237	4	41	1	533	198	0	0	0
bcANRY	813	274	2	32	0	505	219	0	0	0
bcBPZQ	813	16	0	2	0	795	16	0	0	0
bcAPSQ	811	86	2	12	0	711	76	0	0	0
bcAPRY	810	262	2	40	2	504	209	0	0	0
bcBDQM	811	285	1	36	1	488	225	0	0	0
bcBUTM	809	215	5	45	1	543	180	0	0	0
bcBQJF	808	224	7	35	0	542	197	0	0	0
bcBNIC	808	30	1	5	0	772	26	0	0	0
bcATOM	807	275	3	34	2	493	216	0	0	0
bcASSC	806	304	6	44	1	451	226	0	0	0
bcBSQQ	805	243	3	32	0	527	190	0	0	0
bcAQGP	805	214	3	20	3	565	170	0	0	0
bcBTZI	804	264	1	36	2	501	208	0	0	0
bcAOOE	804	265	4	32	1	502	207	0	0	0
bcCAGB	802	225	5	24	4	544	175	0	0	0
bcBYCD	803	229	4	38	3	529	201	0	0	0
bcBQQI	802	259	5	47	3	488	221	0	0	0
bcAJTM	802	139	1	15	0	647	116	0	0	0
bcAZVO	802	246	2	44	3	507	198	0	0	0
bcBVGX	802	159	2	24	1	616	129	0	0	0
bcAXIE	800	241	7	35	1	516	197	0	0	0
bcBHBZ	800	298	5	14	0	483	247	0	0	0
bcBNBH	799	218	2	42	4	533	162	0	0	0
bcBPVV	798	22	0	1	0	775	19	0	0	0
bcBOWJ	797	261	3	28	3	502	214	0	0	0
bcAPRO	794	225	2	33	4	530	190	0	0	0
bcAJOC	794	251	7	20	0	516	207	0	0	0
bcAISO	793	309	3	45	0	436	254	0	0	0
bcAEQW	793	152	3	24	0	614	123	0	0	0
bcAHOJ	792	242	2	38	0	510	191	0	0	0
bcAORT	791	269	4	35	2	481	217	0	0	0
bcAYTB	791	283	5	25	4	474	239	0	0	0
bcAXIO	788	110	4	13	3	658	91	0	0	0
bcAOSZ	786	244	4	27	1	510	182	0	0	0
bcAWZJ	786	272	2	34	0	478	214	0	0	0
bcACQZ	786	254	5	38	0	489	198	0	0	0
bcAMJS	785	251	4	51	3	476	184	0	0	0
bcBLBM	785	28	1	3	0	753	24	0	0	0
bcABPM	784	278	1	16	0	489	207	0	0	0
bcBOBW	784	293	2	31	1	457	234	0	0	0
bcBULO	783	114	5	22	0	642	101	0	0	0
bcAZRB	781	283	5	20	0	473	222	0	0	0
bcBPMR	781	266	2	34	0	479	218	0	0	0
bcADHG	780	251	4	19	1	505	205	0	0	0
bcAOQS	778	281	1	27	2	467	204	0	0	0
bcBAIE	777	227	2	36	0	512	181	0	0	0
bcASMZ	776	259	7	51	2	457	191	0	0	0
bcAVHZ	776	261	3	57	0	455	208	0	0	0
bcBQKI	775	216	7	32	2	518	177	0	0	0
bcAVJP	774	231	7	40	1	495	184	0	0	0
bcADLX	774	241	2	35	1	495	197	0	0	0
bcARVM	774	232	2	42	0	498	201	0	0	0
bcBSMF	774	225	4	38	3	504	191	0	0	0
bcARVV	772	256	3	42	1	470	205	0	0	0
bcAXPX	772	244	5	33	0	490	205	0	0	0
bcALLV	771	237	7	51	0	476	191	0	0	0
bcACQD	770	249	3	36	4	478	196	0	0	0
bcAHDQ	770	233	2	42	1	492	200	0	0	0
bcAJZS	770	242	6	37	1	484	206	0	0	0
bcAOZR	769	9	1	1	0	758	9	0	0	0
bcBVBK	769	219	4	34	1	511	174	0	0	0
bcARAY	769	26	1	14	0	728	18	0	0	0
bcAJON	768	218	3	36	2	509	188	0	0	0
bcBUJM	767	288	7	41	2	429	230	0	0	0
bcBWHC	766	248	0	11	0	507	193	0	0	0
bcATUK	765	221	2	37	1	504	175	0	0	0
bcALRO	764	247	3	30	0	484	189	0	0	0
bcAOPO	763	260	5	32	2	464	206	0	0	0
bcADZT	762	224	2	29	1	506	164	0	0	0
bcBUOL	762	265	2	28	2	465	211	0	0	0
bcAJNV	761	195	3	30	1	532	160	0	0	0
bcAWRU	760	311	3	31	1	414	234	0	0	0
bcASLW	760	262	5	8	1	484	193	0	0	0
bcBDKZ	760	199	5	43	0	513	178	0	0	0
bcALYT	760	255	0	38	0	467	204	0	0	0
bcBRFC	759	241	1	40	0	477	206	0	0	0
bcBXET	759	226	1	35	0	497	184	0	0	0
bcBYRE	759	96	2	9	2	650	81	0	0	0
bcBSJG	759	224	3	25	1	506	196	0	0	0
bcBVKX	757	311	3	25	0	418	229	0	0	0
bcBSQE	757	226	1	32	0	498	191	0	0	0
bcCASR	757	220	1	40	1	495	163	0	0	0
bcALRK	755	60	0	12	1	682	55	0	0	0
bcBMAN	754	149	1	19	0	585	133	0	0	0
bcBGPG	754	151	3	18	1	581	119	0	0	0
bcBKGL	753	234	4	42	4	469	192	0	0	0
bcAEGA	752	228	5	41	2	476	166	0	0	0
bcAORO	751	242	0	40	2	467	189	0	0	0
bcAZBQ	751	278	0	20	3	450	219	0	0	0
